CSF,WhiteMatter,GlobalSignal,stdDVARS,non-stdDVARS,vx-wisestdDVARS,FramewiseDisplacement,tCompCor00,tCompCor01,tCompCor02,tCompCor03,tCompCor04,tCompCor05,aCompCor00,aCompCor01,aCompCor02,aCompCor03,aCompCor04,aCompCor05,Cosine00,Cosine01,Cosine02,Cosine03,Cosine04,Cosine05,Cosine06,Cosine07,Cosine08,X,Y,Z,RotX,RotY,RotZ,AROMAAggrComp01,AROMAAggrComp02,AROMAAggrComp04,AROMAAggrComp06,AROMAAggrComp07,AROMAAggrComp08,AROMAAggrComp09,AROMAAggrComp12,AROMAAggrComp13,AROMAAggrComp14,AROMAAggrComp16,AROMAAggrComp17,AROMAAggrComp18,AROMAAggrComp19,AROMAAggrComp23,AROMAAggrComp24,AROMAAggrComp26,AROMAAggrComp29,AROMAAggrComp31,AROMAAggrComp32,AROMAAggrComp34,AROMAAggrComp37,AROMAAggrComp38,AROMAAggrComp39,AROMAAggrComp40,AROMAAggrComp41,AROMAAggrComp43,AROMAAggrComp44,AROMAAggrComp46,AROMAAggrComp47,AROMAAggrComp49,AROMAAggrComp51,AROMAAggrComp54,AROMAAggrComp57,AROMAAggrComp58,AROMAAggrComp60,AROMAAggrComp61,AROMAAggrComp62,AROMAAggrComp63,AROMAAggrComp64,AROMAAggrComp66,AROMAAggrComp67,AROMAAggrComp68,AROMAAggrComp69,AROMAAggrComp70,AROMAAggrComp71,AROMAAggrComp72,AROMAAggrComp73,AROMAAggrComp74
4992.474886344278,5090.469051544474,5046.218529091525,n/a,n/a,n/a,n/a,-0.0309814722,-0.0054684825,-0.0187588827,-0.0251638926,0.0208988087,-0.0467484793,-0.0122695419,-0.0148042044,0.07685690099999999,-0.0280701482,0.0184645282,-0.0458562744,0.0766956804,0.0766932248,0.0766891324,0.076683403,0.07667603690000001,0.0766670342,0.0766563951,0.07664411980000001,0.0766302086,0.0396783,0.015538100000000001,0.038035900000000004,0.00119835,-0.0009581390000000002,0.000129551,-2.239946394,1.5242979280000002,0.689996721,-0.5850406483,0.179615844,1.192064602,-1.223202257,1.426909319,-0.9162832119,-2.041214543,0.3977822339,0.06981488104,-0.23048357809999998,-1.481287482,-0.9390929678000001,-0.20344690969999998,2.128047221,0.4865517028,1.9112915719999999,0.5924110532,-0.1676653692,0.3221219375,-1.030476432,-0.5082979872,-1.129564315,-0.06644047283,-0.6376493203,1.764980419,-3.3415080410000004,-1.7393178569999999,2.97906451,-0.1619101569,2.148547844,1.252632228,-1.01515932,1.526738674,0.40926393689999996,0.9614636168,1.172406216,0.4001812305,0.9462035653,0.9558862169,-0.5730360299,1.095121416,0.8683597701000001,1.6990877819999999,0.4550868386,1.282517625,-0.6138557095
4988.908524370646,5074.919540301955,5036.091230982812,1.19033587,19.20129776,0.99637973,0.08790176000000001,-0.0529829495,0.0253672886,0.027135793,-0.0364919905,-0.0604905978,0.0108811442,-0.0694856541,-0.025530378,-0.0150467225,0.0296533257,0.0130343007,0.0011223786,0.0766891324,0.0766670342,0.0766302086,0.0765786627,0.0765124064,0.07643145230000001,0.07633581610000001,0.0762255162,0.0761005736,0.04026880000000001,0.0144105,0.105422,0.0009443030000000001,-0.000905608,6.01778e-05,-2.510027699,0.3708454751,1.2811314759999999,-0.7728437889,-0.03240562116,0.2179052302,-1.541307213,-0.02150545761,0.1184103624,-0.6289150818,0.055184716720000006,-1.461049456,-1.488608858,0.22666428379999998,-0.5487665286,1.9444760230000002,0.1859341618,1.206228077,0.4806573289,0.48817553259999996,0.7847632845999999,-0.03050486193,-0.3108564455,-0.1015461949,-0.8687022315,0.9276979973,0.302948838,0.9003513845000001,-4.155208272,0.0283427756,2.5791172280000003,0.34550081979999997,-0.7423234744,2.014626381,-0.5205514349,2.068235789,1.3640038909999999,-0.2404395572,0.9049768901,1.005423443,0.7032775246999999,2.240347757,-1.099579357,0.6516989924000001,-0.7275414737,-0.18139198690000002,-0.9917195525,0.9918235487999999,-0.4594171686
4985.5190310533835,5080.433980286825,5053.7968932045615,1.21364927,19.57736588,1.01850128,0.044172610000000015,-0.0361493354,-0.0455751136,-0.0494091395,0.0765195208,-0.0060877976,0.0157492854,-0.0575256651,-0.0197660179,-0.010588072,0.0009339922,-0.0755605092,0.0577073678,0.07667603690000001,0.0766146618,0.0765124064,0.0763693251,0.0761854945,0.0759610125,0.075695999,0.0753905952,0.0750449643,0.0352751,0.0195831,0.10987899999999999,0.00131203,-0.00107295,0.000116095,-1.8241708209999998,-0.2211702912,1.630616703,-0.8641020277,-0.33571056829999996,1.135556134,-1.6491007009999998,1.200384968,-0.47425206200000003,-1.084467361,0.2257780059,-0.3985794861,-0.3929038488,-0.9871147345,-0.2456564511,-1.101036379,1.214214259,2.41048258,-0.8218035312,-0.08486136286,-0.8061220709,-0.8506052565000001,-0.7869190286,0.3985788,-0.5578785578000001,-0.410893167,-0.9695241025,1.906380218,-2.742574026,-0.100899849,3.8633404560000004,1.47086758,0.06277379882999999,2.035111995,-1.503755282,-0.10969552390000001,0.9038473038,-0.3012561599,-0.965842832,-1.100690302,2.1846645469999997,0.4506613796,0.5746882436,-0.1249348346,-0.8779472282999999,-1.508661791,-0.2636125904,1.3375090040000002,-0.33154234920000003
5014.052495474413,5091.837698371467,5076.0608926210825,1.24933183,20.15295982,0.96483594,0.07125526000000001,0.024994779100000003,-0.124297263,0.0333992056,7.50663e-05,0.006970696899999999,-0.015801473899999998,-0.0205597931,-0.0133146545,0.0107747482,-0.0354060507,-0.034268577200000004,0.0874714173,0.0766563951,0.07653612559999999,0.07633581610000001,0.0760556763,0.075695999,0.0752571603,0.0747396192,0.074143917,0.0734706766,0.0440311,0.04101969999999999,0.0845329,0.0014216700000000005,-0.000905608,7.87458e-05,-1.569030234,1.125290186,1.53763046,-0.3902779494,0.7893491411,1.5863165369999999,-1.464353236,1.700234739,-0.5088335287,-0.9435198378,-0.10516175900000001,-0.02096673282,1.066302644,-0.4754563333,0.45838419140000003,1.129458268,1.6793093140000002,2.4818461480000003,-0.1523391308,0.1659479683,0.4090627233,0.7935305926999999,-0.46340456420000004,0.4441385387,-0.1110631958,-0.1837344626,-0.1227231674,2.906357902,-1.315633975,-0.8717727037999999,2.764505143,0.0391987939,1.489108731,0.9016975479000001,-0.9431167970000001,0.5899748644,1.92805609,1.671892942,0.7600707171,0.18590114989999998,2.140044727,1.25450441,1.987640256,1.125271575,1.075349473,0.8637940540000001,-0.9636068914,0.9803407503,-2.0392920230000002
5009.006418030183,5096.263203441114,5064.712069993604,1.08524072,17.50600815,0.91124761,0.07154287499999999,0.0214952119,-0.0436576809,0.0543840388,-0.0302001485,0.014274120800000003,0.0276696711,0.0202873095,-0.0097241863,0.0171124465,-0.0151284219,0.055317370199999986,0.0086887254,0.0766302086,0.07643145230000001,0.0761005736,0.0756381445,0.0750449643,0.0743220585,0.0734706766,0.0724922904,0.0713885912,0.0440401,0.038685500000000005,0.0463596,0.00109401,-0.00113377,1.40403e-05,-1.9654825969999998,1.7367654890000002,1.519108984,-0.420255816,0.6910154412999999,1.397621209,-1.825091066,0.8828866786,-0.42097663399999996,-0.7208558856,0.005166588848,-0.1233767691,1.681858616,-0.4025727832,0.27563524289999997,-1.369464136,0.7976692147,1.3592477790000002,1.380509025,0.2623170414,1.463585715,-0.2258248375,-1.045043167,-0.07495719414,0.09022177358,-1.09272331,1.297320091,2.144557984,-0.2998285825,0.1541337474,1.909162744,-0.8253769012000001,-0.5894684237,0.02163426844,-1.73096419,0.49104499939999996,1.204137348,-0.03979549718,0.2946836257,0.35361595219999997,0.6851287082999999,1.821815318,1.049764691,-0.4686071147,0.01903896789,-0.1409913726,1.834558031,0.6448223038,-1.706935871
5011.198561916437,5095.261405614309,5055.173331248632,0.99207807,16.00320244,0.87127322,0.03763083500000001,0.0272650263,0.0400591525,0.0732768279,-0.0346922387,-0.0279271128,0.1116828122,0.0253238513,0.0190341788,0.012660270800000002,0.0170342134,0.0637079323,-0.0686075063,0.0765974797,0.07630067780000001,0.0758068596,0.07511730009999999,0.07423378,0.0731585804,0.07189447780000001,0.0704447361,0.0688130987,0.0403541,0.030007,0.0417661,0.00116966,-0.00105258,0.000270657,-2.09475819,1.7203310109999999,1.452496384,-0.5524586904,0.2297871634,1.277558947,-1.6896279859999999,1.148083942,-0.45570454520000003,-1.02957975,-0.1073057903,-0.02640743713,1.410249805,0.17234305239999997,0.2243621816,-0.2305476026,0.8278182622,0.9793135662000001,2.009787654,0.6876926656,1.889164976,-1.7561677880000002,-0.9735140894,-0.38954158170000003,0.2497249648,-1.4789775440000001,2.157414056,1.869639549,-0.8375946229000001,2.192564163,1.822527175,-0.5840583531,-0.2790039479,-0.013704763100000001,-2.3535338319999997,0.7224631447,0.20664778600000003,-0.4941817356,-0.6091447410999999,-1.1516838059999999,1.094335952,2.1766984430000003,-0.3874412909,0.2562635282,-0.15296690029999999,-2.3741716459999997,-1.841002756,-0.4675719896,-0.7962032458
4956.509452355088,5086.921141436793,5040.23463866254,1.15169191,18.57793236,0.94979095,0.0610732,-0.06373358,0.0505424761,-0.0708821647,0.0936182913,0.021640473,-0.0099075756,-0.0046231712,0.0026451504,-0.0353552652,0.0232050705,0.02664724,-0.0345988479,0.0765582112,0.0761438467,0.0754548997,0.0744938546,0.073264177,0.0717703013,0.0700176145,0.068012437,0.0657619997,0.0367749,0.020214799999999998,0.0742033,0.00101134,-0.000905608,0.000270657,-2.0398137469999997,0.8232596353,1.323194231,-0.5653412151,0.19455258260000002,1.674114312,-1.5968290580000002,1.157253336,-0.7973732175,-1.561585925,0.3028808631,-0.4836709794,1.032693074,0.052762832,-0.2977438907,-0.7402205978,1.031872273,1.5940935269999998,1.5005303669999999,0.9847884359,-1.7007872,-0.8230399677,-1.109054658,-0.7733919456,0.015929906719999998,-0.9779012840000001,-0.38142759119999997,1.272576573,-1.0277749170000001,0.36169139780000004,2.010109456,1.356568231,1.131788719,0.4680174368,-1.691430815,-1.2930261490000001,0.06308452029,0.619990111,0.1674662994,-0.4675048552,1.454922576,0.8215147589,-0.254447855,0.46511407979999997,1.071705607,-0.8771162119,1.262561894,-1.029843327,-1.447533496
4983.675854163419,5084.53899180097,5058.253471579201,1.06981456,17.25716972,0.92761678,0.054446565,-0.0122196748,0.0073073488,0.0306899521,-0.0183172493,-0.013748101499999998,-0.0657789503,-0.0282776705,-0.0081186414,-0.0513454611,0.0012241587,-0.0380095592,0.0201210336,0.0765124064,0.0759610125,0.0750449643,0.0737686594,0.0721382246,0.0701614869,0.0678479358,0.0652086776,0.0622563821,0.0416797,0.0103465,0.050147199999999996,0.000955927,-0.000905608,1.3722700000000005e-05,-1.956992818,0.2996036477,1.540148101,-0.3880504074,0.3367516982,1.944805797,-1.224663759,1.70774713,-0.7569027684,-1.53322242,-0.005316623458,0.5807483536,0.851244326,-0.5440836751,-0.09396259719000001,0.6826458281000001,1.259715776,2.298400668,0.060664672010000004,0.283332674,0.5273540284,0.8659800714,-0.6420385861,-0.20443694510000002,0.3557481549,-0.9555166054,0.34169531840000006,1.268273118,-0.3575389459,-0.4226526919,2.268604534,-0.7323775743000001,-0.2092608128,0.6196856615999999,-0.9201869490000001,0.2094116235,1.378690499,-0.101501454,-0.3070487542,0.2679329625,1.76242128,1.74835603,-0.3934668546,0.2861310051,0.4093088055,0.00041766025439999996,-1.9803777280000001,-0.1998096277,-1.689243105
4987.01507568416,5090.757774434464,5054.340099699983,0.97154206,15.67193604,0.88557011,0.075207865,0.0160723857,0.0299838534,0.072162861,-0.0261976544,-0.0216891354,0.0255621531,-0.0052731733,0.0264972841,0.0186697461,0.006623687,0.0020067939,-0.0037536727,0.0764600692,0.0757522377,0.07457736849999999,0.072942705,0.0708583255,0.0683370809,0.0653945154,0.062048771,0.0583204753,0.0367927,0.038654900000000006,0.049152,0.00046711400000000003,-0.000980206,0.000270657,-1.973144597,1.160656038,1.423122328,-0.2691814818,0.9309523095000001,1.72331377,-1.121302947,1.056674557,-0.8256858725,-0.7596814270000001,0.07731992011,-0.2854144507,1.217350289,-0.5489991019,-0.021793664069999996,-0.2464147165,0.9303155479,1.707903336,0.45397753869999996,0.2042958022,1.4443609730000002,-0.4193672804,0.37808787270000005,-0.4860854816,0.5643332958,-1.462121419,1.881097054,1.147347868,0.10367954230000001,0.5558548608,2.083550144,-0.2419476925,-1.016864952,-1.23414853,-1.1129782259999998,0.7678325127,1.165630068,0.02240677149,0.025835374810000002,0.9565197801,0.2126925185,1.4156007609999999,0.11516372550000001,-0.3376089982,-0.1784985347,0.2591950098,1.431743733,0.2600851968,-2.129342744
4971.468797820592,5086.638085244442,5040.099628194639,1.03369689,16.67455482,0.90774524,0.098651605,-0.0084713302,0.1065006577,0.0210985108,-0.0284905479,0.0098690362,0.1034635313,-0.0005724387999999999,0.007602814,-0.0146848026,0.039533107000000005,-0.0019586876,-0.0590916985,0.0764012041,0.0755175936,0.07405247150000001,0.0720171198,0.0694272113,0.0663026892,0.0626676135,0.0585499755,0.0539814825,0.04404280000000001,0.018680000000000002,0.0255953,0.00101134,-0.0008221619999999997,1.55289e-05,-2.176210942,1.168965679,1.327835266,-0.560949978,0.271559767,2.002044413,-1.5935383840000001,1.4182234830000002,-1.115113698,-1.315839864,0.0204685204,0.6316717589999999,1.444191227,-0.5461291646,-0.5639961153999999,-2.535775402,1.1064612759999999,1.3802254999999999,1.200151307,0.8924942732,1.7151693430000001,-2.42107299,-1.210508539,-0.5423250557,0.49794179159999996,-2.24641746,0.18976532989999997,1.0989404759999999,0.2808024845,1.6100445319999999,1.231975781,0.3036439686,0.6422278095,-1.003606389,-1.278016987,-0.3843676471,-0.02463420866,-0.1775918275,0.09600040142,-0.7067506241,-0.8313007667,1.11560775,-0.5887989234000001,0.4365314838,-0.06510249789,-1.4981785509999999,-1.8498709130000002,0.1239536693,-0.6088954147
